# We gratefully acknowledge the following Authors from the Originating laboratories responsible for obtaining the specimens, as well as the Submitting laboratories where the genome data were generated and shared via GISAID, on which this research is based.
# All Submitters of data may be contacted directly via www.gisaid.org
Accession ID	Virus Name	Location	Collection Date	Originating Laboratory	Submitting Laboratory	Authors
EPI_ISL_413587	hCoV-19/Netherlands/Tilburg_1364286/2020	Europe / Netherlands / Tilburg	3/3/20	Foundation Elisabeth-Tweesteden Ziekenhuis	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_413589	hCoV-19/Netherlands/Utrecht_1363628/2020	Europe / Netherlands / Utrecht	3/1/20	MHC Utrecht	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_413572	hCoV-19/Netherlands/Haarlem_1363688/2020	Europe / Netherlands / Haarlem	3/1/20	MHC Kennemerland	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_413573	hCoV-19/Netherlands/Hardinxveld_Giessendam_1364806/2020	Europe / Netherlands / Hardinxveld Giessendam	3/2/20	Dienst Gezondheid & Jeugd Zuid-Holland Zuid	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_413577	hCoV-19/Netherlands/Naarden_1364774/2020	Europe / Netherlands / Naarden	3/2/20	MHC Gooi & Vechtstreek	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_413579	hCoV-19/Netherlands/Nootdorp_1364222/2020	Europe / Netherlands / Nootdorp	3/3/20	MHC Haaglanden	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_413590	hCoV-19/Netherlands/Utrecht_1364066/2020	Europe / Netherlands / Utrecht	3/2/20	MHC Utrecht	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_413591	hCoV-19/Netherlands/Zeewolde_1365080/2020	Europe / Netherlands / Zeewolde	3/2/20	MHC Flevoland	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_413592	hCoV-19/Taiwan/NTU03/2020	Asia / Taiwan / Taipei	3/2/20	Department of Laboratory Medicine, National Taiwan University Hospital	Microbial Genomics Core Lab, National Taiwan University Centers of Genomic and Precision Medicine	Shiou-Hwei Yeh, You-Yu Lin, Ya-Yun Lai, Chiao-Ling Li, Shan-Chwen Chang, Pei-Jer Chen, Sui-Yuan Chang
EPI_ISL_413593	hCoV-19/Luxembourg/Lux1/2020	Europe / Luxembourg	2/29/20	Laboratoire National de Santé	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, T. Abdelrahman, G. Fournier, J. Mossong, T. Nguyen, Jeroen van Kampen, Jolanda Voermans, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_413594	hCoV-19/Australia/NSW08/2020	Oceania / Australia / NSW / Sydney	2/28/20	Centre for Infectious Diseases and Microbiology Laboratory Services	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Rockett R, Eden J-S, Lam C, Gray K, Timms, V, Gall, M, Alicia, A, Carter I, Rahman H, Holmes EC, , O’Sullivan MV, Sintchenko V, Chen SC, Maddocks S, Kok J and Dwyer DE for the 2019-nCoV Study Group*
EPI_ISL_413595	hCoV-19/Australia/NSW09/2020	Oceania / Australia / NSW / Sydney	2/28/20	Centre for Infectious Diseases and Microbiology Laboratory Services	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Rockett R, Eden J-S, Lam C, Gray K, Timms, V, Gall, M, Carter I, Rahman H, Holmes EC, O’Sullivan MV, Sintchenko V, Chen SC, Maddocks S, Kok J and Dwyer DE for the 2019-nCoV Study Group*
EPI_ISL_413596	hCoV-19/Australia/NSW10/2020	Oceania / Australia / NSW / Sydney	2/28/20	Centre for Infectious Diseases and Microbiology - Public Health	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Rockett R, Eden J-S, Lam C, Gray K, Timms, V, Gall, M, Carter I, Rahman H, Holmes EC, O’Sullivan MV, Sintchenko V, Chen SC, Maddocks S, Kok J and Dwyer DE for the 2019-nCoV Study Group*
EPI_ISL_413597	hCoV-19/Australia/NSW11/2020	Oceania / Australia / NSW / Sydney	3/2/20	Centre for Infectious Diseases and Microbiology- Public Health	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Lam C, Eden J-S, Rockett R, Gray K, Timms, V, Gall, M, Carter I, Rahman H, Holmes EC, O’Sullivan MV, Sintchenko V, Chen SC, Maddocks S, Kok J and Dwyer DE for the 2019-nCoV Study Group*
EPI_ISL_413598	hCoV-19/Australia/NSW12/2020	Oceania / Australia / NSW / Sydney	3/4/20	Centre for Infectious Diseases and Microbiology - Public Health	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Gray K, Eden J-S, Lam C, Rockett R, Timms, V, Gall, M, Carter I, Rahman H, Holmes EC, O’Sullivan MV, Sintchenko V, Chen SC, Maddocks S, Kok J and Dwyer DE for the 2019-nCoV Study Group*
EPI_ISL_413599	hCoV-19/Australia/NSW13/2020	Oceania / Australia / NSW / Sydney	3/4/20	Centre for Infectious Diseases and Microbiology - Public Health	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Timms, V, Eden J-S, Lam C, Gray K, Rockett R, Gall, M, Carter I, Rahman H, Holmes EC, O’Sullivan MV, Sintchenko V, Chen SC, Maddocks S, Kok J and Dwyer DE for the 2019-nCoV Study Group*
EPI_ISL_417097	hCoV-19/USA/WA-S44/2020	North America / USA / Washington	2/28/20	Washington State Department of Health	Seattle Flu Study	Chu etl al
EPI_ISL_417098	hCoV-19/USA/WA-S45/2020	North America / USA / Washington	2/29/20	Washington State Department of Health	Seattle Flu Study	Chu etl al
EPI_ISL_417095	hCoV-19/USA/WA-S42/2020	North America / USA / Washington / King County	2/28/20	Washington State Department of Health	Seattle Flu Study	Chu etl al
EPI_ISL_417096	hCoV-19/USA/WA-S43/2020	North America / USA / Washington	2/27/20	Washington State Department of Health	Seattle Flu Study	Chu etl al
EPI_ISL_417099	hCoV-19/USA/WA-S46/2020	North America / USA / Washington	2/29/20	Washington State Department of Health	Seattle Flu Study	Chu etl al
EPI_ISL_417093	hCoV-19/USA/WA-S40/2020	North America / USA / Washington / Snohomish County	2/28/20	Washington State Department of Health	Seattle Flu Study	Chu etl al
EPI_ISL_417091	hCoV-19/USA/WA-S38/2020	North America / USA / Washington / Snohomish County	3/4/20	Washington State Department of Health	Seattle Flu Study	Chu etl al
EPI_ISL_417092	hCoV-19/USA/WA-S39/2020	North America / USA / Washington / Snohomish County	3/4/20	Washington State Department of Health	Seattle Flu Study	Chu etl al
EPI_ISL_413520	hCoV-19/Beijing/233/2020	Asia / China / Beijing	1/28/20	unknown	Infectious Disease Control Center	Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P. and Li,P.
EPI_ISL_413521	hCoV-19/Beijing/235/2020	Asia / China / Beijing	1/28/20	unknown	Infectious Disease Control Center	Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P. and Li,P.
EPI_ISL_413522	hCoV-19/India/1-27/2020	Asia / India / Kerala	1/27/20	Indian Council of Medical Research - National Institute of Virology	National Influenza Center, Indian Council of Medical Research - National Institute of Virology	Potdar V, Yadav PD, Choudhary ML, Shete-Aich A
EPI_ISL_413523	hCoV-19/India/1-31/2020	Asia / India / Kerala	1/31/20	Indian Council of Medical Research-National Institute of Virology	National Influenza Center, Indian Council of Medical Research-National Institute of Virology	Potdar V, Yadav PD, Choudhary ML, Shete-Aich A
EPI_ISL_413514	hCoV-19/South Korea/KUMC04/2020	Asia / South Korea	2/27/20	Department of Microbiology, Institute for Viral Diseases, College of Medicine, Korea University	Department of Microbiology, Institute for Viral Diseases, College of Medicine, Korea University	Changmin Kang, Joon-Yong Bae, Jungmin Lee, Jin Gu Yoon, Heedo Park, Juyoung Cho, Jeonghun Kim, Gee Eun Lee, Cui Chunguang, Kyeong-ryeol Shin, Ji Yun Noh, Joon Young Song, Hee Jin Cheong, Woo Joo Kim, Jin Il Kim, Man-Seong Park
EPI_ISL_413515	hCoV-19/South Korea/KUMC05/2020	Asia / South Korea	2/27/20	Division of Infectious Diseases, Department of Internal Medicine, Korea University College of Medicine	Department of Microbiology, Institute for Viral Diseases, College of Medicine, Korea University	Changmin Kang, Joon-Yong Bae, Jungmin Lee, Jin Gu Yoon, Heedo Park, Juyoung Cho, Jeonghun Kim, Gee Eun Lee, Cui Chunguang, Kyeong-ryeol Shin, Ji Yun Noh, Joon Young Song, Hee Jin Cheong, Woo Joo Kim, Jin Il Kim, Man-Seong Park
EPI_ISL_413516	hCoV-19/South Korea/KUMC06/2020	Asia / South Korea	2/27/20	Department of Microbiology, Institute for Viral Diseases, College of Medicine, Korea University	Department of Microbiology, Institute for Viral Diseases, College of Medicine, Korea University	Changmin Kang, Joon-Yong Bae, Jungmin Lee, Jin Gu Yoon, Heedo Park, Juyoung Cho, Jeonghun Kim, Gee Eun Lee, Cui Chunguang, Kyeong-ryeol Shin, Ji Yun Noh, Joon Young Song, Hee Jin Cheong, Woo Joo Kim, Jin Il Kim, Man-Seong Park
EPI_ISL_413518	hCoV-19/Beijing/105/2020	Asia / China / Beijing	1/26/20	unknown	Infectious Disease Control Center	Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P. and Li,P.
EPI_ISL_413519	hCoV-19/Beijing/231/2020	Asia / China / Beijing	1/28/20	unknown	Infectious Disease Control Center	Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P. and Li,P.
EPI_ISL_413513	hCoV-19/South Korea/KUMC03/2020	Asia / South Korea	2/27/20	Division of Infectious Diseases, Department of Internal Medicine, Korea University College of Medicine	Department of Microbiology, Institute for Viral Diseases, College of Medicine, Korea University	Changmin Kang, Joon-Yong Bae, Jungmin Lee, Jin Gu Yoon, Heedo Park, Juyoung Cho, Jeonghun Kim, Gee Eun Lee, Cui Chunguang, Kyeong-ryeol Shin, Ji Yun Noh, Joon Young Song, Hee Jin Cheong, Woo Joo Kim, Jin Il Kim, Man-Seong Park
EPI_ISL_413560	hCoV-19/USA/WA-S3/2020	North America / USA / Washington	2/28/20	Seattle Flu Study	Seattle Flu Study	Chu et al
EPI_ISL_413563	hCoV-19/USA/WA12-UW8/2020	North America / USA / Washington	3/3/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_413566	hCoV-19/Netherlands/Blaricum_1364780/2020	Europe / Netherlands / Blaricum	3/2/20	MHC Gooi & Vechtstreek	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_413558	hCoV-19/USA/CA-CDPH-UC2/2020	North America / USA / California / Solano County	2/27/20	California Department of Public Health	Chiu Laboratory, University of California, San Francisco	Xianding Deng, Scot Federman, Chao-Yang Pan, Hugo Guevara,Wei Gu, Debra A. Wadford, and Charles Y. Chiu
EPI_ISL_413555	hCoV-19/Wales/PHW1/2020	Europe / United Kingdom / Wales	2/27/20	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Cen Sabu, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_413557	hCoV-19/USA/CA-CDPH-UC1/2020	North America / USA / California / Sonoma County	2/28/20	California Department of Public Health 	Chiu Laboratory, University of California, San Francisco 	Xianding Deng, Scot Federman, Chao-Yang Pan, Hugo Guevara,Wei Gu, Debra A. Wadford, and Charles Y. Chiu
EPI_ISL_417260	hCoV-19/England/20109035906/2020	Europe / United Kingdom / England	3/5/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon
EPI_ISL_417265	hCoV-19/England/20109050406/2020	Europe / United Kingdom / England	3/8/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon
EPI_ISL_417268	hCoV-19/England/20109050706/2020	Europe / United Kingdom / England	3/5/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon
EPI_ISL_417252	hCoV-19/England/20108006003/2020	Europe / United Kingdom / England	3/5/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon
EPI_ISL_418581	hCoV-19/Ireland/Dublin-22428/2020	Europe / Ireland / Dublin	3/8/20	UCD National Virus Reference Laboratory 	UCD National Virus Reference Laboratory 	Michael Carr, Gabriel Gonzalez, Jonathan Dean, Suzie Coughlan, Alison Murphy, Kevin Byrne, Ken Wolfe, Jeff Connell, Brendan Loftus, Cillian F De Gascun 
EPI_ISL_418580	hCoV-19/Ireland/Dublin-22361/2020	Europe / Ireland / Cork	3/8/20	UCD National Virus Reference Laboratory 	UCD National Virus Reference Laboratory 	Michael Carr, Gabriel Gonzalez, Jonathan Dean, Suzie Coughlan, Alison Murphy, Kevin Byrne, Ken Wolfe, Jeff Connell, Brendan Loftus, Cillian F De Gascun 
EPI_ISL_417255	hCoV-19/England/20108007002/2020	Europe / United Kingdom / England	3/4/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon
EPI_ISL_417256	hCoV-19/England/20108007302/2020	Europe / United Kingdom / England	3/3/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon
EPI_ISL_417258	hCoV-19/England/20108034006/2020	Europe / United Kingdom / England	3/6/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon
EPI_ISL_417285	hCoV-19/England/20109093606/2020	Europe / United Kingdom / England	3/6/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon
EPI_ISL_417282	hCoV-19/England/20109056906/2020	Europe / United Kingdom / England	3/5/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon
EPI_ISL_417283	hCoV-19/England/20109058906/2020	Europe / United Kingdom / England	3/6/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon
EPI_ISL_417289	hCoV-19/England/20109094006/2020	Europe / United Kingdom / England	3/6/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon
